citylist,country,lat,lon,temp,temp_max,cloudiness,humidity,windspeed,date
Edd,ER,13.9297,41.6925,26.76,26.76,74,72,2.82,1614968321
Lat Yao,TH,15.751,99.7893,25.56,25.56,49,91,3.96,1614968321
Tezu,IN,27.9167,96.1667,18.18,18.18,98,49,1.87,1614968321
Belyy Yar,RU,53.6039,91.3903,-3.0,-3.0,0,63,6.0,1614968322
Vila Franca do Campo,PT,37.7167,-25.4333,15.0,15.0,20,77,4.12,1614968322
Udachny,RU,66.4167,112.4,-23.4,-23.4,100,88,4.11,1614968323
Tessalit,ML,20.1986,1.0114,28.45,28.45,12,16,3.73,1614968324
Gariāband,IN,20.635,82.0614,24.0,24.0,0,35,2.57,1614968325
Kuching,MY,1.55,110.3333,26.0,26.0,40,94,0.36,1614968325
Dali,CN,25.7,100.1833,6.64,6.64,6,71,3.34,1614968326
Pastavy,BY,55.1168,26.8326,-2.34,-2.34,29,82,2.0,1614968326
Dingle,PH,10.9995,122.6711,24.02,24.02,29,89,3.66,1614968328
Sarkand,KZ,45.41,79.9186,-5.09,-5.09,32,83,2.7,1614968328
Ruidoso,US,33.3317,-105.673,8.03,9.0,1,37,9.26,1614968329
Cërrik,AL,41.0317,19.9758,11.53,13.0,90,67,1.03,1614968329
Almaty,KZ,43.25,76.95,-2.0,-2.0,40,93,2.0,1614968330
Malakal,SS,9.5334,31.6605,30.94,30.94,11,14,2.71,1614968330
Najrān,SA,17.4924,44.1277,25.0,25.0,0,25,6.17,1614968331
Bogorodskoye,RU,56.55,37.8833,-8.76,-8.76,98,94,1.61,1614968332
Torbay,CA,47.6666,-52.7314,2.18,2.78,75,69,6.69,1614968333
Matagami,CA,49.7502,-77.6328,-15.0,-15.0,90,78,10.29,1614968334
Kunming,CN,25.0389,102.7183,12.0,12.0,0,35,6.0,1614968334
Eyemouth,GB,55.8713,-2.0901,2.23,2.78,68,72,1.35,1614968335
Grand Forks,US,47.9417,-97.4337,8.21,9.0,1,49,2.57,1614968132
Ensenada,MX,31.8667,-116.6167,17.22,17.22,0,67,0.45,1614968336
San Patricio,US,28.017,-97.5169,24.15,27.0,75,69,3.6,1614968337
Krasnoarmeyskiy,RU,47.0114,42.2072,4.38,4.38,88,75,3.9,1614968337
Kologriv,RU,58.8275,44.3178,-15.71,-15.71,67,94,2.04,1614968337
Beisfjord,NO,68.3751,17.5988,-4.03,-1.0,90,93,5.14,1614968338
Gaya,IN,24.7833,85.0,19.0,19.0,1,59,2.39,1614968338
Aklavik,CA,68.2191,-135.0107,-27.0,-27.0,20,69,3.6,1614968339
Nishihara,JP,26.1842,127.7558,16.97,19.0,75,68,2.06,1614968340
Kjøllefjord,NO,70.9457,27.3465,-7.0,-7.0,20,79,6.69,1614968340
Arrondissement de Vichy,FR,46.25,3.5833,6.53,7.0,90,76,3.6,1614968341
Den Helder,NL,52.9599,4.7593,3.06,3.33,1,75,2.06,1614968341
Beipiao,CN,41.7919,120.7792,-10.7,-10.7,13,71,5.27,1614968341
Melfi,IT,40.9965,15.6514,5.67,7.22,40,93,5.14,1614968342
Sioux Lookout,CA,50.1001,-91.917,-1.0,-1.0,1,51,2.57,1614968342
Batagay-Alyta,RU,67.8006,130.4114,-32.8,-32.8,0,71,1.4,1614968342
Novobiryusinskiy,RU,56.9578,97.7076,-2.96,-2.96,100,97,5.36,1614968342
Afrikanda,RU,67.4429,32.7828,-11.67,-11.11,79,95,1.75,1614968343
Port-de-Bouc,FR,43.4,4.9833,14.02,15.0,87,47,6.69,1614968344
Muroto-misakicho,JP,33.2833,134.15,16.31,16.31,92,78,5.48,1614968344
Tabas,IR,33.5959,56.9244,20.02,20.02,32,44,8.04,1614968345
Boa Vista,BR,2.8197,-60.6733,32.0,32.0,75,45,7.2,1614968345
Roura,GF,4.7263,-52.3274,26.55,27.22,90,83,3.6,1614968345
